transaction_id,account_id,transaction_amount,avg_daily_amount,transaction_time,recipient_id,is_known_contact,destination_country,account_type,declared_income,prior_risk_score,transactions_last_hour
TX1931,2931,69000000,1173000,10:38,7005,TRUE,United Arab Emirates (UAE),Business,16500000,0.85,15
TX1932,2932,60000000,660000,17:44,2003,TRUE,Panama,Business,5000000,0.54,16
TX1933,2933,191000000,3438000,20:06,2002,FALSE,United States,Business,4000000,0.73,5
TX1934,2934,7000000,56000,22:51,7007,TRUE,Zimbabwe,Business,4000000,0.95,4
TX1935,2935,137000000,1233000,11:50,8004,FALSE,Myanmar,Personal,9500000,0.83,20
TX1936,2936,67000000,402000,07:11,9002,FALSE,Philippines,Personal,4000000,0.84,7
TX1937,2937,51000000,306000,03:56,4005,FALSE,Germany,Business,15000000,0.83,7
TX1938,2938,99000000,891000,02:45,6004,TRUE,North Korea,Business,3000000,0.78,4
TX1939,2939,163000000,2771000,11:50,9005,TRUE,Turkey,Personal,4500000,0.38,9
TX1940,2940,18000000,198000,20:54,5002,FALSE,Zimbabwe,Personal,12000000,0.28,15
TX1941,2941,8000000,72000,09:03,6001,FALSE,Zimbabwe,Personal,9000000,0.33,8
TX1942,2942,55000000,1100000,08:57,6002,FALSE,United Arab Emirates (UAE),Personal,5000000,0.39,4
TX1943,2943,83000000,1162000,13:43,3004,FALSE,Syria,Business,11000000,0.77,10
TX1944,2944,124000000,1240000,09:55,6004,TRUE,Syria,Business,8000000,0.56,3
TX1945,2945,82000000,1066000,18:27,6002,TRUE,Zimbabwe,Personal,14500000,0.60,15
TX1946,2946,103000000,618000,02:20,5008,FALSE,Zimbabwe,Business,14000000,0.79,14
TX1947,2947,111000000,888000,17:56,8004,FALSE,Malaysia,Business,12500000,0.75,3
TX1948,2948,135000000,1215000,17:14,5006,TRUE,Venezuela,Personal,16500000,0.26,2
TX1949,2949,152000000,1976000,05:26,8007,FALSE,United Arab Emirates (UAE),Business,8500000,0.59,11
TX1950,2950,124000000,1860000,13:09,5007,TRUE,Nigeria,Personal,8000000,0.88,6
TX1951,2951,155000000,1705000,04:41,8003,FALSE,Nigeria,Personal,8500000,0.20,10
TX1952,2952,35000000,350000,03:11,5001,FALSE,United Arab Emirates (UAE),Business,11500000,0.54,16
TX1953,2953,164000000,1148000,16:47,5007,FALSE,Philippines,Business,3000000,0.63,14
TX1954,2954,171000000,1881000,10:24,4006,FALSE,Thailand,Business,16000000,0.46,16
TX1955,2955,159000000,1272000,22:17,10003,TRUE,Nigeria,Personal,5500000,0.15,10
TX1956,2956,99000000,594000,22:03,8009,FALSE,Sweden,Personal,11000000,0.85,12
TX1957,2957,123000000,1599000,06:04,8005,FALSE,South Africa,Business,20000000,0.91,5
TX1958,2958,122000000,732000,15:57,4001,TRUE,Myanmar,Personal,20000000,0.41,9
TX1959,2959,8000000,48000,22:09,4009,FALSE,Pakistan,Business,3500000,0.62,1
TX1960,2960,93000000,837000,18:59,5007,FALSE,Cayman Islands,Business,7000000,0.21,15
TX1961,2961,17000000,204000,00:32,10009,TRUE,Syria,Personal,13500000,0.77,20
TX1962,2962,8000000,144000,18:55,3002,TRUE,North Korea,Business,3500000,0.87,17
TX1963,2963,79000000,1580000,22:11,7006,FALSE,Venezuela,Personal,8500000,0.90,11
TX1964,2964,62000000,1178000,14:58,5004,TRUE,Zimbabwe,Personal,19000000,0.96,13
TX1965,2965,90000000,1350000,12:16,4007,TRUE,Nigeria,Business,14500000,0.40,15
TX1966,2966,154000000,1386000,05:02,8009,TRUE,South Africa,Business,10500000,0.57,9
TX1967,2967,125000000,1250000,18:11,5004,TRUE,India,Business,10000000,0.20,7
TX1968,2968,140000000,1260000,18:58,4001,TRUE,United Arab Emirates (UAE),Business,17000000,0.42,6
TX1969,2969,103000000,1957000,18:37,7001,FALSE,Myanmar,Business,10000000,0.74,20
TX1970,2970,106000000,1696000,03:34,6003,TRUE,United Kingdom,Personal,15500000,0.76,3
TX1971,2971,81000000,648000,14:25,7004,FALSE,Zimbabwe,Personal,2000000,0.76,14
TX1972,2972,37000000,296000,12:11,3007,TRUE,Myanmar,Personal,5500000,0.15,19
TX1973,2973,157000000,3140000,12:17,5003,TRUE,Zimbabwe,Business,9000000,0.05,0
TX1974,2974,23000000,345000,14:01,3009,FALSE,Lebanon,Business,14500000,0.98,12
TX1975,2975,112000000,2240000,15:54,2001,FALSE,United Arab Emirates (UAE),Business,12500000,0.65,14
TX1976,2976,2000000,36000,23:38,2003,TRUE,North Korea,Business,5000000,0.40,4
TX1977,2977,147000000,2940000,09:24,2002,FALSE,Pakistan,Business,19500000,0.06,8
TX1978,2978,18000000,360000,23:47,6007,FALSE,India,Business,14500000,0.09,18
TX1979,2979,85000000,1615000,09:45,5009,TRUE,Cayman Islands,Personal,10000000,0.73,6
TX1980,2980,181000000,1991000,19:06,9005,TRUE,Pakistan,Personal,2500000,0.99,14
TX1981,2981,192000000,1152000,21:07,6008,TRUE,Afghanistan,Business,17500000,0.36,19
TX1982,2982,32000000,512000,05:30,9009,FALSE,Malaysia,Personal,10000000,0.62,3
TX1983,2983,173000000,2249000,11:42,4001,FALSE,Syria,Business,7500000,0.47,0
TX1984,2984,36000000,396000,09:59,8001,FALSE,Iran,Personal,17500000,0.78,4
TX1985,2985,176000000,1584000,00:15,6007,TRUE,New Zealand,Personal,9000000,0.74,7
TX1986,2986,194000000,2134000,07:03,4001,FALSE,India,Personal,7500000,0.57,9
TX1987,2987,19000000,133000,17:35,5002,TRUE,United Arab Emirates (UAE),Business,13500000,0.62,6
TX1988,2988,134000000,670000,01:27,4006,TRUE,Myanmar,Personal,13000000,0.56,8
TX1989,2989,137000000,685000,02:01,9008,FALSE,Pakistan,Business,4000000,0.07,6
TX1990,2990,68000000,1156000,12:27,5001,FALSE,Thailand,Business,16000000,0.42,0
TX1991,2991,87000000,435000,07:35,4001,TRUE,Philippines,Business,1500000,0.69,12
TX1992,2992,144000000,1296000,04:26,9008,FALSE,Zimbabwe,Personal,4000000,0.63,10
TX1993,2993,192000000,1728000,14:06,6005,TRUE,Malaysia,Business,14500000,0.68,19
TX1994,2994,160000000,1280000,13:51,2008,FALSE,Lebanon,Personal,12000000,0.89,15
TX1995,2995,194000000,3298000,04:53,10008,TRUE,Mexico,Business,14500000,0.92,20
TX1996,2996,64000000,640000,14:56,2008,FALSE,Zimbabwe,Business,15500000,0.63,4
TX1997,2997,186000000,1674000,18:11,9008,FALSE,Venezuela,Business,6000000,0.03,16
TX1998,2998,117000000,1287000,04:23,5008,FALSE,Venezuela,Business,6000000,0.41,7
TX1999,2999,173000000,2249000,17:22,5008,TRUE,Thailand,Business,6500000,0.75,16
TX2000,3000,105000000,840000,15:19,8005,FALSE,Myanmar,Business,15000000,0.14,14
TX2001,3001,28000000,364000,09:10,4008,FALSE,Zimbabwe,Personal,8500000,0.54,6
TX2002,3002,119000000,1904000,05:04,8009,TRUE,Cayman Islands,Business,6000000,0.04,9
TX2003,3003,162000000,810000,14:24,2007,TRUE,Venezuela,Personal,3500000,0.96,20
TX2004,3004,191000000,2483000,05:45,6009,FALSE,Iran,Business,20000000,0.04,14
TX2005,3005,29000000,406000,22:19,7007,FALSE,Zimbabwe,Personal,7500000,0.60,15
TX2006,3006,69000000,1380000,01:50,6001,TRUE,Venezuela,Business,3500000,0.46,17
TX2007,3007,172000000,2580000,14:38,8008,FALSE,North Korea,Personal,6500000,0.38,9
TX2008,3008,64000000,384000,12:44,2007,FALSE,Iran,Personal,3000000,0.68,8
TX2009,3009,125000000,1625000,11:39,2002,FALSE,Canada,Personal,18500000,0.04,11
TX2010,3010,42000000,798000,11:19,9002,TRUE,Russia,Business,2500000,0.37,2
TX2011,3011,25000000,150000,04:37,2008,FALSE,North Korea,Business,19000000,0.11,10
TX2012,3012,57000000,399000,08:37,10006,TRUE,Lebanon,Personal,2000000,0.30,11
TX2013,3013,35000000,280000,03:23,8008,FALSE,Nigeria,Business,7500000,0.31,4
TX2014,3014,100000000,1000000,13:31,9009,TRUE,Philippines,Business,19500000,0.95,19
TX2015,3015,80000000,1280000,04:16,5002,FALSE,North Korea,Business,14000000,0.79,5
TX2016,3016,153000000,2142000,16:47,6009,FALSE,Nigeria,Personal,15000000,0.44,7
TX2017,3017,73000000,1387000,13:09,2002,FALSE,Pakistan,Personal,19500000,0.57,14
TX2018,3018,63000000,693000,12:19,8008,TRUE,Iran,Business,7000000,0.62,15
TX2019,3019,192000000,1728000,14:21,9005,FALSE,North Korea,Business,14500000,0.40,16
TX2020,3020,181000000,905000,04:49,2009,FALSE,Russia,Business,1500000,0.08,16
TX2021,3021,154000000,924000,20:38,4009,TRUE,Myanmar,Business,17000000,0.43,17
TX2022,3022,162000000,1296000,07:25,9008,FALSE,Iran,Personal,2000000,0.25,15
TX2023,3023,175000000,875000,11:07,4007,TRUE,Nigeria,Personal,18500000,0.57,6
TX2024,3024,148000000,2664000,22:55,8007,TRUE,Mexico,Personal,19500000,0.95,16
TX2025,3025,196000000,980000,04:38,10002,FALSE,Nigeria,Personal,7000000,0.22,8
TX2026,3026,190000000,3040000,02:51,6003,FALSE,Kenya,Business,16500000,0.58,13
TX2027,3027,138000000,2208000,01:01,5003,FALSE,Pakistan,Business,7500000,0.93,20
TX2028,3028,144000000,1440000,11:33,7009,FALSE,Myanmar,Business,7000000,0.48,19
TX2029,3029,58000000,464000,11:09,3003,TRUE,Nigeria,Business,3000000,0.51,8
TX2030,3030,35000000,385000,18:56,10001,TRUE,Syria,Business,13000000,0.38,11
TX2031,3031,89000000,1335000,11:45,5001,FALSE,Iran,Business,16000000,0.32,7
TX2032,3032,79000000,711000,02:29,4005,TRUE,Zimbabwe,Business,3500000,0.41,15
TX2033,3033,15000000,135000,05:50,5001,FALSE,South Africa,Personal,7500000,0.33,4
TX2034,3034,130000000,1950000,04:55,3007,FALSE,Russia,Business,6000000,0.87,2
TX2035,3035,55000000,990000,04:05,9008,TRUE,Venezuela,Personal,18000000,0.82,2
TX2036,3036,120000000,1080000,09:28,9004,TRUE,Lebanon,Business,2500000,0.14,18
TX2037,3037,179000000,2148000,15:05,8004,FALSE,Iran,Business,4000000,0.31,11
TX2038,3038,195000000,1560000,07:27,3004,FALSE,Cayman Islands,Personal,11000000,0.55,11
TX2039,3039,20000000,160000,13:22,4009,FALSE,Afghanistan,Business,20000000,0.34,8
TX2040,3040,162000000,3078000,11:21,2004,FALSE,North Korea,Business,3500000,0.65,4
TX2041,3041,138000000,966000,16:37,8001,TRUE,Iran,Business,15000000,0.15,17
TX2042,3042,142000000,2840000,19:58,3009,TRUE,Nigeria,Business,10000000,0.00,10
TX2043,3043,113000000,1243000,20:08,7001,FALSE,Pakistan,Business,6500000,0.92,2
TX2044,3044,118000000,1416000,07:57,9002,TRUE,Turkey,Personal,4000000,0.13,9
TX2045,3045,55000000,385000,19:04,5001,TRUE,Philippines,Business,14500000,0.00,13
TX2046,3046,188000000,1128000,15:25,8003,FALSE,Afghanistan,Business,2500000,0.24,19
TX2047,3047,63000000,756000,06:14,3001,FALSE,Zimbabwe,Business,10000000,0.17,14
TX2048,3048,180000000,1620000,01:33,9002,FALSE,North Korea,Personal,6000000,0.29,1
TX2049,3049,140000000,700000,07:30,9009,TRUE,United Arab Emirates (UAE),Personal,19000000,0.93,17
TX2050,3050,158000000,1106000,19:26,3009,FALSE,Iran,Business,14000000,0.92,14
TX2051,3051,111000000,2220000,11:29,4006,FALSE,North Korea,Business,11000000,0.86,16
TX2052,3052,146000000,2628000,11:06,2007,TRUE,North Korea,Personal,10000000,0.16,0
TX2053,3053,156000000,780000,03:46,4008,FALSE,United Arab Emirates (UAE),Business,20000000,0.42,17
TX2054,3054,141000000,1692000,02:00,4004,FALSE,United Arab Emirates (UAE),Business,19000000,0.12,2
TX2055,3055,76000000,608000,16:07,2005,TRUE,Syria,Personal,13500000,0.95,2
TX2056,3056,200000000,1800000,07:03,2009,FALSE,Zimbabwe,Business,5000000,0.94,0
TX2057,3057,129000000,1548000,22:58,2007,FALSE,United Arab Emirates (UAE),Personal,15500000,0.58,18
TX2058,3058,100000000,1300000,00:27,2004,FALSE,North Korea,Business,18500000,0.24,3
TX2059,3059,158000000,2686000,01:04,2006,FALSE,Venezuela,Personal,11000000,0.07,6
TX2060,3060,151000000,1661000,11:03,7001,FALSE,Philippines,Business,4500000,0.52,10
TX2061,3061,91000000,728000,04:51,6008,FALSE,Thailand,Business,14500000,0.37,13
TX2062,3062,170000000,850000,16:04,3008,TRUE,Malaysia,Business,13000000,0.14,12
TX2063,3063,94000000,1786000,21:53,6002,TRUE,Russia,Personal,15000000,0.78,16
TX2064,3064,155000000,1860000,21:37,5004,TRUE,Brazil,Personal,13500000,0.20,4
TX2065,3065,12000000,168000,19:46,4005,FALSE,Russia,Personal,8000000,0.93,7
TX2066,3066,193000000,1158000,16:31,10001,TRUE,Malaysia,Business,5500000,0.54,15
TX2067,3067,121000000,726000,10:15,7006,FALSE,Singapore,Business,8000000,0.77,4
TX2068,3068,29000000,435000,07:14,2004,FALSE,Germany,Personal,19000000,0.88,2
TX2069,3069,132000000,1320000,17:54,7009,FALSE,Afghanistan,Business,5000000,0.73,0
TX2070,3070,131000000,1703000,14:28,7009,FALSE,Panama,Personal,5000000,0.34,12
TX2071,3071,180000000,3420000,19:47,5005,FALSE,Zimbabwe,Business,12000000,0.54,14
TX2072,3072,41000000,287000,11:05,10006,TRUE,Pakistan,Business,2500000,0.41,16
TX2073,3073,147000000,2352000,12:15,6009,FALSE,Panama,Personal,3500000,0.64,7
TX2074,3074,135000000,1080000,09:10,5008,FALSE,Syria,Personal,2500000,0.66,5
TX2075,3075,122000000,976000,21:56,2003,FALSE,Afghanistan,Business,15000000,0.04,20
TX2076,3076,68000000,816000,20:54,9003,TRUE,Panama,Personal,10500000,0.44,1
TX2077,3077,145000000,725000,08:21,9002,FALSE,Syria,Business,7500000,0.38,5
TX2078,3078,104000000,1040000,00:53,4007,FALSE,Norway,Personal,9500000,0.36,12
TX2079,3079,196000000,3332000,10:48,3009,TRUE,Singapore,Business,1500000,0.37,12
TX2080,3080,198000000,1584000,05:39,2005,TRUE,Syria,Business,9500000,0.50,13
TX2081,3081,114000000,798000,09:58,2007,TRUE,Syria,Business,18000000,0.69,6
TX2082,3082,32000000,512000,00:13,10002,FALSE,Nigeria,Business,6000000,0.71,16
TX2083,3083,89000000,1246000,02:36,8005,TRUE,North Korea,Personal,5000000,0.04,15
TX2084,3084,45000000,405000,15:11,2006,FALSE,Myanmar,Business,15000000,0.93,0
TX2085,3085,152000000,3040000,13:09,8004,TRUE,Lebanon,Personal,18000000,0.30,9
TX2086,3086,83000000,1494000,00:27,7001,FALSE,Russia,Business,14000000,0.09,12
TX2087,3087,180000000,3420000,18:02,9004,FALSE,Venezuela,Business,7500000,0.57,17
TX2088,3088,178000000,3382000,06:36,10006,TRUE,Russia,Personal,20000000,0.17,7
TX2089,3089,132000000,2640000,21:51,3006,FALSE,Pakistan,Business,1500000,0.50,10
TX2090,3090,3000000,36000,11:47,2001,TRUE,Afghanistan,Personal,16000000,0.92,9
TX2091,3091,125000000,1125000,08:06,8001,FALSE,United Arab Emirates (UAE),Personal,9000000,0.06,9
TX2092,3092,148000000,2664000,01:42,3004,FALSE,Nigeria,Personal,8500000,0.91,10
TX2093,3093,119000000,2380000,06:17,5009,FALSE,Pakistan,Personal,2500000,0.95,19
TX2094,3094,50000000,300000,06:59,6005,FALSE,Zimbabwe,Personal,4000000,0.94,16
TX2095,3095,135000000,1755000,17:18,7005,FALSE,North Korea,Personal,5500000,0.73,18
TX2096,3096,112000000,896000,10:40,6008,TRUE,South Africa,Personal,8500000,0.74,4
TX2097,3097,149000000,1937000,06:09,4007,FALSE,Lebanon,Business,2500000,0.63,16
TX2098,3098,65000000,910000,05:18,5009,FALSE,Zimbabwe,Personal,19000000,0.68,10
TX2099,3099,82000000,1066000,21:18,3008,FALSE,United Arab Emirates (UAE),Business,14500000,1.00,17
TX2100,3100,14000000,154000,03:44,4007,FALSE,Myanmar,Business,20000000,0.44,8
TX2101,3101,200000000,1400000,22:09,5004,TRUE,Venezuela,Personal,7500000,0.19,14
TX2102,3102,81000000,1134000,15:11,3007,TRUE,Turkey,Personal,10500000,0.50,6
TX2103,3103,137000000,2740000,01:47,8005,FALSE,Myanmar,Personal,6500000,0.03,11
TX2104,3104,35000000,350000,06:10,2008,FALSE,New Zealand,Business,5000000,0.94,2
TX2105,3105,41000000,738000,00:48,7003,TRUE,Zimbabwe,Personal,19500000,0.07,2
TX2106,3106,113000000,1921000,06:47,9007,FALSE,Russia,Business,11000000,0.64,13
TX2107,3107,118000000,1534000,00:29,2004,FALSE,Lebanon,Personal,16500000,0.27,1
TX2108,3108,188000000,1316000,04:34,6009,FALSE,Thailand,Personal,9500000,0.75,11
TX2109,3109,108000000,1188000,05:41,8004,FALSE,North Korea,Personal,13000000,0.72,8
TX2110,3110,172000000,2408000,16:27,3003,TRUE,Russia,Personal,6500000,0.01,20
TX2111,3111,47000000,893000,10:18,3003,FALSE,United Arab Emirates (UAE),Business,16500000,0.36,9
TX2112,3112,104000000,936000,08:58,2005,TRUE,Russia,Personal,15500000,0.50,0
TX2113,3113,22000000,418000,11:17,9008,TRUE,Iran,Personal,4500000,0.55,11
TX2114,3114,52000000,520000,18:59,4002,TRUE,Venezuela,Business,16500000,0.52,2
TX2115,3115,26000000,364000,05:22,8004,TRUE,Syria,Personal,4000000,0.81,1
TX2116,3116,147000000,2058000,23:42,5006,FALSE,Iran,Personal,12000000,0.66,1
TX2117,3117,186000000,3162000,17:44,10005,TRUE,India,Business,17500000,0.15,16
TX2118,3118,16000000,112000,05:11,4001,TRUE,United Arab Emirates (UAE),Personal,6500000,0.26,5
TX2119,3119,72000000,360000,23:19,9003,TRUE,Myanmar,Personal,20000000,0.07,18
TX2120,3120,91000000,728000,04:08,5008,TRUE,Syria,Business,17500000,0.47,1
TX2121,3121,51000000,408000,14:34,6008,FALSE,United Arab Emirates (UAE),Business,17500000,0.87,15
TX2122,3122,156000000,936000,22:20,9007,FALSE,Pakistan,Personal,7500000,0.84,12
TX2123,3123,185000000,2590000,06:47,8001,TRUE,Myanmar,Personal,1500000,0.99,14
TX2124,3124,6000000,72000,03:24,5004,TRUE,Myanmar,Business,19500000,0.61,4
TX2125,3125,104000000,1560000,13:34,6003,TRUE,Syria,Personal,17000000,0.52,1
TX2126,3126,200000000,3600000,15:15,6003,FALSE,Afghanistan,Business,16500000,0.16,7
TX2127,3127,43000000,645000,21:03,2004,FALSE,Venezuela,Business,16500000,0.76,10
TX2128,3128,109000000,545000,19:32,5001,TRUE,Syria,Personal,1500000,0.64,7
TX2129,3129,62000000,620000,02:16,6009,TRUE,Zimbabwe,Personal,17500000,0.11,2
TX2130,3130,153000000,1377000,19:32,3004,TRUE,Afghanistan,Business,4500000,0.93,17
TX2131,3131,55000000,825000,10:17,2005,TRUE,Myanmar,Personal,20000000,0.08,13
TX2132,3132,188000000,3196000,00:56,3009,TRUE,Sweden,Personal,7000000,0.12,15
TX2133,3133,144000000,2304000,18:34,8004,FALSE,Lebanon,Personal,9500000,0.79,4
TX2134,3134,148000000,1480000,12:03,5006,FALSE,Afghanistan,Personal,5500000,0.31,13
TX2135,3135,52000000,312000,03:13,5009,FALSE,Panama,Business,5000000,0.09,1
TX2136,3136,178000000,3204000,00:40,10001,TRUE,Russia,Personal,7000000,0.10,13
TX2137,3137,133000000,1197000,03:34,2004,TRUE,Cayman Islands,Business,2500000,0.24,15
TX2138,3138,198000000,1584000,04:36,5003,FALSE,South Africa,Business,17000000,0.33,18
TX2139,3139,3000000,51000,06:36,6001,TRUE,Myanmar,Personal,2500000,0.95,16
TX2140,3140,90000000,1620000,08:17,7006,FALSE,United Arab Emirates (UAE),Personal,8500000,0.61,3
TX2141,3141,27000000,351000,06:51,2007,TRUE,Iran,Personal,16000000,0.61,12
TX2142,3142,91000000,1365000,06:50,5001,FALSE,Germany,Personal,1500000,0.70,0
TX2143,3143,82000000,738000,19:56,8008,FALSE,United Arab Emirates (UAE),Business,16500000,0.26,9
TX2144,3144,92000000,1380000,01:39,2003,FALSE,Singapore,Business,14000000,0.14,9
TX2145,3145,75000000,975000,09:37,5007,FALSE,North Korea,Personal,10000000,0.33,16
TX2146,3146,161000000,2415000,07:21,3008,TRUE,North Korea,Personal,14500000,0.45,16
TX2147,3147,80000000,1440000,06:35,8003,TRUE,North Korea,Personal,1500000,0.82,20
TX2148,3148,24000000,384000,15:52,3005,FALSE,Panama,Personal,19500000,0.38,1
TX2149,3149,76000000,1064000,20:18,8003,FALSE,Lebanon,Business,1500000,0.69,7
TX2150,3150,29000000,551000,09:16,5001,FALSE,Lebanon,Personal,13000000,0.80,12
TX2151,3151,200000000,3200000,03:49,5006,TRUE,Philippines,Business,9500000,0.56,7
TX2152,3152,193000000,1351000,03:33,5009,TRUE,United Arab Emirates (UAE),Personal,16000000,0.63,12
TX2153,3153,69000000,759000,17:03,2009,FALSE,Zimbabwe,Personal,18500000,0.60,18
TX2154,3154,80000000,400000,04:43,8008,FALSE,Myanmar,Personal,10000000,0.07,14
TX2155,3155,23000000,138000,08:24,5008,TRUE,Panama,Business,9000000,0.65,19
TX2156,3156,44000000,484000,22:07,2007,FALSE,Venezuela,Business,4500000,0.42,0
TX2157,3157,143000000,2717000,14:58,7002,FALSE,Malaysia,Personal,9500000,0.48,1
TX2158,3158,134000000,1742000,11:49,9006,TRUE,South Africa,Business,11000000,0.20,4
TX2159,3159,188000000,1692000,13:15,10008,FALSE,Nigeria,Business,12500000,0.86,20
TX2160,3160,142000000,1278000,07:31,10001,TRUE,United Arab Emirates (UAE),Business,3500000,0.22,15
TX2161,3161,70000000,770000,19:07,4004,TRUE,Panama,Personal,5000000,1.00,6
TX2162,3162,147000000,1764000,03:11,9004,TRUE,Sweden,Business,19500000,0.11,4
TX2163,3163,118000000,2242000,23:53,8004,FALSE,Zimbabwe,Personal,10000000,0.63,18
TX2164,3164,163000000,1956000,13:22,8001,TRUE,Lebanon,Business,8500000,0.49,9
TX2165,3165,56000000,728000,07:41,5006,FALSE,Nigeria,Personal,9000000,0.25,18
TX2166,3166,109000000,763000,12:24,9008,TRUE,India,Personal,4500000,0.62,7
TX2167,3167,163000000,2934000,02:55,9004,FALSE,Syria,Business,5500000,0.99,5
TX2168,3168,155000000,1550000,18:15,9003,FALSE,Japan,Business,5000000,0.03,13
TX2169,3169,77000000,1001000,05:43,4006,FALSE,Venezuela,Business,4500000,0.34,1
TX2170,3170,55000000,1100000,12:09,9005,TRUE,Cayman Islands,Personal,17000000,0.47,4
TX2171,3171,199000000,3781000,20:58,7008,FALSE,Zimbabwe,Personal,16000000,0.03,0
TX2172,3172,29000000,261000,15:22,6006,TRUE,India,Business,4500000,0.21,12
TX2173,3173,57000000,627000,18:41,5001,FALSE,Mexico,Personal,8000000,0.75,12
TX2174,3174,200000000,1400000,08:04,8001,TRUE,Lebanon,Personal,14500000,0.97,11
TX2175,3175,52000000,884000,17:04,6008,FALSE,Russia,Personal,13500000,0.61,9
TX2176,3176,112000000,2240000,15:01,8005,FALSE,Germany,Personal,2000000,0.11,19
TX2177,3177,87000000,1479000,12:21,5006,TRUE,United Arab Emirates (UAE),Personal,1500000,0.95,5
TX2178,3178,102000000,1326000,14:43,6007,FALSE,Myanmar,Personal,7500000,0.93,20
TX2179,3179,132000000,1848000,14:53,9009,FALSE,Lebanon,Business,6500000,0.45,14
TX2180,3180,117000000,1404000,10:18,6004,TRUE,Cayman Islands,Personal,6500000,0.58,8
TX2181,3181,169000000,2873000,06:21,6001,FALSE,Zimbabwe,Personal,10500000,0.64,2
TX2182,3182,43000000,559000,12:39,5002,TRUE,Zimbabwe,Business,7500000,0.56,18
TX2183,3183,90000000,540000,07:24,2007,FALSE,North Korea,Personal,2500000,0.02,3
TX2184,3184,111000000,2109000,14:14,10006,FALSE,North Korea,Personal,6500000,0.58,13
TX2185,3185,11000000,209000,02:08,6004,TRUE,North Korea,Business,17500000,0.72,14
TX2186,3186,114000000,1710000,02:18,7007,FALSE,Kenya,Personal,8000000,0.91,0
TX2187,3187,170000000,3400000,00:24,8006,TRUE,Venezuela,Personal,11500000,0.96,17
TX2188,3188,92000000,1472000,20:51,4002,FALSE,Cayman Islands,Personal,14000000,0.13,20
TX2189,3189,59000000,413000,03:21,9002,TRUE,Malaysia,Personal,6000000,0.35,4
TX2190,3190,178000000,890000,04:56,3008,FALSE,Turkey,Personal,15500000,0.03,20
TX2191,3191,162000000,1296000,23:49,9006,TRUE,Myanmar,Business,19000000,0.25,20
TX2192,3192,69000000,552000,16:45,6004,FALSE,Pakistan,Business,14000000,0.37,8
TX2193,3193,187000000,1122000,18:12,5003,TRUE,Singapore,Personal,6000000,0.84,15
TX2194,3194,154000000,1540000,23:39,3001,FALSE,Panama,Personal,6500000,0.79,15
TX2195,3195,135000000,2565000,16:34,2005,TRUE,Brazil,Business,1500000,0.78,6
TX2196,3196,196000000,3332000,23:09,9005,FALSE,Russia,Personal,13500000,0.75,5
TX2197,3197,85000000,680000,04:32,7006,TRUE,Russia,Business,3000000,0.08,3
TX2198,3198,60000000,300000,17:52,2008,TRUE,Cayman Islands,Business,4500000,0.43,15
TX2199,3199,110000000,1870000,02:38,6003,TRUE,Afghanistan,Personal,19000000,0.12,9
TX2200,3200,6000000,90000,23:30,5001,TRUE,Lebanon,Business,3500000,0.96,14
TX2201,3201,69000000,414000,11:53,7001,TRUE,South Africa,Personal,13000000,0.08,15
TX2202,3202,171000000,2565000,20:32,6007,FALSE,Zimbabwe,Business,19500000,0.46,11
TX2203,3203,40000000,440000,00:05,7001,FALSE,Russia,Personal,15000000,0.60,10
TX2204,3204,44000000,528000,13:41,9009,TRUE,Cayman Islands,Personal,18500000,0.49,6
TX2205,3205,33000000,462000,02:13,7006,TRUE,Canada,Personal,1500000,0.15,20
TX2206,3206,85000000,1360000,09:08,5002,FALSE,Russia,Personal,12500000,0.06,1
TX2207,3207,190000000,2470000,02:02,9002,FALSE,Indonesia,Personal,19500000,0.26,3
TX2208,3208,65000000,1040000,23:48,9005,FALSE,Zimbabwe,Business,17500000,0.78,6
TX2209,3209,12000000,120000,10:30,4005,FALSE,Venezuela,Business,3000000,0.12,2
TX2210,3210,89000000,1513000,16:46,10006,TRUE,Venezuela,Business,1500000,0.93,6
TX2211,3211,132000000,792000,06:30,2003,FALSE,Kenya,Business,11500000,0.64,11
TX2212,3212,12000000,60000,04:40,4006,FALSE,Panama,Personal,5500000,0.57,8
TX2213,3213,100000000,1400000,03:16,4002,TRUE,Iran,Personal,16000000,0.26,0
TX2214,3214,186000000,3534000,02:05,4002,FALSE,Pakistan,Business,6500000,0.38,8
TX2215,3215,159000000,954000,22:30,3005,FALSE,Russia,Personal,16000000,0.48,13
TX2216,3216,167000000,2505000,10:34,7003,TRUE,United Arab Emirates (UAE),Personal,9000000,0.58,1
TX2217,3217,49000000,882000,18:03,9005,TRUE,Cayman Islands,Business,16500000,0.61,0
TX2218,3218,7000000,63000,10:52,8002,TRUE,Syria,Personal,18000000,0.68,4
TX2219,3219,134000000,1340000,17:54,10001,FALSE,Nigeria,Business,11000000,0.32,2
TX2220,3220,28000000,364000,04:47,2003,FALSE,Panama,Personal,6000000,0.22,19
TX2221,3221,135000000,2025000,16:10,3004,TRUE,Afghanistan,Personal,18500000,0.42,11
TX2222,3222,197000000,1379000,13:45,6001,FALSE,United States,Personal,3500000,0.11,3
TX2223,3223,133000000,1862000,03:59,4002,FALSE,Pakistan,Business,10000000,0.28,1
TX2224,3224,113000000,1921000,22:25,3007,FALSE,Lebanon,Business,4000000,0.06,19
TX2225,3225,80000000,480000,18:03,4006,FALSE,Afghanistan,Personal,6500000,0.13,2
